"Protein_ID","UniProt_ID","Identity","Alignment_length","E_value","Bit_score","UniProt_accession"
"TIA63373.1","tr|A0ABR0TP64|A0ABR0TP64_AURPU",85.1,262,3.21e-159,442,"A0ABR0TP64"
"TIA63637.1","tr|A0ABR0TTF2|A0ABR0TTF2_AURPU",84.9,449,1.48e-249,697,"A0ABR0TTF2"
"TIA64093.1","tr|A0ABR0T8S3|A0ABR0T8S3_AURPU",94.6,333,4.73e-226,617,"A0ABR0T8S3"
"TIA64359.1","tr|A0ABR0TM93|A0ABR0TM93_AURPU",84.5,678,0,1125,"A0ABR0TM93"
"TIA65092.1","tr|A0ABR0TG20|A0ABR0TG20_AURPU",95.5,291,2.46e-203,566,"A0ABR0TG20"
"TIA65390.1","tr|A0ABR0T6F9|A0ABR0T6F9_AURPU",70.3,427,6.03e-187,526,"A0ABR0T6F9"
"TIA65989.1","tr|A0ABR0T6A2|A0ABR0T6A2_AURPU",75.3,574,1.17000000000221e-313,857,"A0ABR0T6A2"
"TIA66484.1","tr|A0ABR0T5X3|A0ABR0T5X3_AURPU",79.4,436,5.99e-244,672,"A0ABR0T5X3"
"TIA66557.1","tr|A0ABR0TS94|A0ABR0TS94_AURPU",84.5,427,3.01e-233,641,"A0ABR0TS94"
"THZ33944.1","tr|A0ABR0TRJ4|A0ABR0TRJ4_AURPU",85.5,228,4.17e-133,381,"A0ABR0TRJ4"
"THZ34481.1","tr|A0ABR0TET9|A0ABR0TET9_AURPU",74.8,250,8.22e-124,352,"A0ABR0TET9"
"THZ36230.1","tr|A0ABR0TKA0|A0ABR0TKA0_AURPU",78.2,216,1.5e-121,345,"A0ABR0TKA0"
"THZ36814.1","tr|A0ABR0TL38|A0ABR0TL38_AURPU",83.2,256,3.26e-153,452,"A0ABR0TL38"
"THZ37810.1","tr|A0ABR0TS01|A0ABR0TS01_AURPU",95.2,207,1.44e-143,416,"A0ABR0TS01"
"THZ38181.1","tr|A0ABR0TS27|A0ABR0TS27_AURPU",88.2,330,2.39e-214,588,"A0ABR0TS27"
"THZ38436.1","tr|A0ABR0TQB9|A0ABR0TQB9_AURPU",75.7,239,5.44e-113,346,"A0ABR0TQB9"
"THZ46923.1","tr|A0ABR0TD24|A0ABR0TD24_AURPU",97.4,386,5.97e-286,777,"A0ABR0TD24"
"THZ47883.1","tr|A0ABR0TGP1|A0ABR0TGP1_AURPU",86.5,394,7.19e-253,702,"A0ABR0TGP1"
"THZ48977.1","tr|A0ABR0TUH3|A0ABR0TUH3_AURPU",72.7,282,2.78e-151,432,"A0ABR0TUH3"
"THZ50007.1","tr|A0ABR0TJZ5|A0ABR0TJZ5_AURPU",92.7,399,5.09e-284,770,"A0ABR0TJZ5"
"THZ50695.1","tr|A0ABR0TNY5|A0ABR0TNY5_AURPU",86.1,574,0,962,"A0ABR0TNY5"
"THZ50825.1","tr|A0ABR0TQ59|A0ABR0TQ59_AURPU",87.7,521,0,937,"A0ABR0TQ59"
"THZ54443.1","tr|A0ABR0TDN4|A0ABR0TDN4_AURPU",87.8,764,0,1417,"A0ABR0TDN4"
"THZ54472.1","tr|A0ABR0T6X8|A0ABR0T6X8_AURPU",70.3,364,6.64e-180,507,"A0ABR0T6X8"
"THZ54496.1","tr|A0ABR0T6G3|A0ABR0T6G3_AURPU",97.1,454,0,909,"A0ABR0T6G3"
"THZ54623.1","tr|A0ABR0THY9|A0ABR0THY9_AURPU",90.3,331,6.28e-206,566,"A0ABR0THY9"
"THZ54932.1","tr|A0ABR0TW62|A0ABR0TW62_AURPU",92.1,420,2.89e-288,786,"A0ABR0TW62"
"THZ55006.1","tr|A0ABR0T8E4|A0ABR0T8E4_AURPU",88.9,505,0,885,"A0ABR0T8E4"
"THZ55810.1","tr|A0ABR0T8Z5|A0ABR0T8Z5_AURPU",74.6,484,8.04e-264,728,"A0ABR0T8Z5"
"THZ55866.1","tr|A0ABR0TR02|A0ABR0TR02_AURPU",77.4,500,1.45e-257,749,"A0ABR0TR02"
"THZ56370.1","tr|A0ABR0TRC3|A0ABR0TRC3_AURPU",78.5,550,1.34e-279,765,"A0ABR0TRC3"
"THZ56593.1","tr|A0ABR0T6P7|A0ABR0T6P7_AURPU",97.1,490,0,966,"A0ABR0T6P7"
"THZ56811.1","tr|A0ABR0TDC4|A0ABR0TDC4_AURPU",81.5,647,0,1008,"A0ABR0TDC4"
"THZ58906.1","tr|A0ABR0TUW6|A0ABR0TUW6_AURPU",83.1,603,0,917,"A0ABR0TUW6"
"THZ59416.1","tr|A0ABR0TMG0|A0ABR0TMG0_AURPU",74.1,367,1.91e-189,539,"A0ABR0TMG0"
"THZ59680.1","tr|A0ABR0TKB6|A0ABR0TKB6_AURPU",90.8,534,0,959,"A0ABR0TKB6"
"THZ59822.1","tr|A0ABR0TUR9|A0ABR0TUR9_AURPU",91.5,434,4.45e-288,785,"A0ABR0TUR9"
"THZ60146.1","tr|A0ABR0TWK1|A0ABR0TWK1_AURPU",95.8,284,4.43e-197,541,"A0ABR0TWK1"
"THZ60456.1","tr|A0ABR0TSZ8|A0ABR0TSZ8_AURPU",70.8,647,5.98e-276,773,"A0ABR0TSZ8"
"THZ60622.1","tr|A0ABR0TSN6|A0ABR0TSN6_AURPU",78.3,272,2.99e-147,414,"A0ABR0TSN6"
"THZ62321.1","tr|A0ABR0TDK3|A0ABR0TDK3_AURPU",77.3,370,2.95e-199,553,"A0ABR0TDK3"
"THZ64970.1","tr|A0ABR0TDT4|A0ABR0TDT4_AURPU",85.6,341,6.11e-222,608,"A0ABR0TDT4"
"THZ66412.1","tr|A0ABR0TFA5|A0ABR0TFA5_AURPU",96.8,1302,0,2403,"A0ABR0TFA5"
"THZ67257.1","tr|A0ABR0TLS0|A0ABR0TLS0_AURPU",82.3,730,0,1134,"A0ABR0TLS0"
"THZ68660.1","tr|A0ABR0TFM1|A0ABR0TFM1_AURPU",93.2,381,8.85e-250,681,"A0ABR0TFM1"
"THZ69411.1","tr|A0ABR0TVS8|A0ABR0TVS8_AURPU",88,216,1.02e-132,382,"A0ABR0TVS8"
"THZ69465.1","tr|A0ABR0TNW0|A0ABR0TNW0_AURPU",73.6,443,3.8e-219,612,"A0ABR0TNW0"
"THZ69763.1","tr|A0ABR0TAH9|A0ABR0TAH9_AURPU",88.7,274,8.13e-189,522,"A0ABR0TAH9"
"THZ70037.1","tr|A0ABR0T808|A0ABR0T808_AURPU",88.5,383,2.35e-248,679,"A0ABR0T808"
"THZ70489.1","tr|A0ABR0TE47|A0ABR0TE47_AURPU",81.7,263,3.8e-152,432,"A0ABR0TE47"
"THZ70885.1","tr|A0ABR0TSP2|A0ABR0TSP2_AURPU",74.5,451,3.04e-200,565,"A0ABR0TSP2"
"THZ70958.1","tr|A0ABR0TS49|A0ABR0TS49_AURPU",92.9,481,0,899,"A0ABR0TS49"
"THZ71931.1","tr|A0ABR0TM80|A0ABR0TM80_AURPU",82.9,768,0,1318,"A0ABR0TM80"
"THZ72033.1","tr|A0ABR0T5A0|A0ABR0T5A0_AURPU",94.8,482,0,877,"A0ABR0T5A0"
"THZ72040.1","tr|A0ABR0TRB2|A0ABR0TRB2_AURPU",88.1,538,1.58e-309,865,"A0ABR0TRB2"
"THZ72834.1","tr|A0ABR0TWR9|A0ABR0TWR9_AURPU",78.8,297,3.82e-150,447,"A0ABR0TWR9"
"THZ74746.1","tr|A0ABR0TIZ4|A0ABR0TIZ4_AURPU",71.5,340,1.26e-140,411,"A0ABR0TIZ4"
"THZ75062.1","tr|A0ABR0TG55|A0ABR0TG55_AURPU",78,523,2.71e-292,809,"A0ABR0TG55"
"THZ75111.1","tr|A0ABR0TTW3|A0ABR0TTW3_AURPU",84.6,292,5.03e-197,541,"A0ABR0TTW3"
"THZ77304.1","tr|A0ABR0TPF9|A0ABR0TPF9_AURPU",90.1,223,2.48e-150,417,"A0ABR0TPF9"
"THZ77333.1","tr|A0ABR0TSS8|A0ABR0TSS8_AURPU",85.8,281,1.94e-191,528,"A0ABR0TSS8"
"THZ80131.1","tr|A0ABR0TF94|A0ABR0TF94_AURPU",93,459,6.21e-294,832,"A0ABR0TF94"
"THZ80226.1","tr|A0ABR0TGU8|A0ABR0TGU8_AURPU",74.6,410,6.58e-209,601,"A0ABR0TGU8"
"THZ81179.1","tr|A0ABR0TK91|A0ABR0TK91_AURPU",73.1,583,7.83999999999999e-287,792,"A0ABR0TK91"
"THZ82076.1","tr|A0ABR0THH0|A0ABR0THH0_AURPU",71.5,1325,0,1826,"A0ABR0THH0"
"THZ82394.1","tr|A0ABR0TSQ4|A0ABR0TSQ4_AURPU",96.2,586,0,1189,"A0ABR0TSQ4"
"THZ82875.1","tr|A0ABR0T8W3|A0ABR0T8W3_AURPU",88.9,388,7.95e-258,716,"A0ABR0T8W3"
"THZ83162.1","tr|A0ABR0TEI6|A0ABR0TEI6_AURPU",93.5,307,3.07e-217,595,"A0ABR0TEI6"
"THZ83273.1","tr|A0ABR0T774|A0ABR0T774_AURPU",93.4,579,0,1091,"A0ABR0T774"
"THZ83375.1","tr|A0ABR0TRR8|A0ABR0TRR8_AURPU",97.5,323,4.29e-233,636,"A0ABR0TRR8"
"THZ83809.1","tr|A0ABR0TWG2|A0ABR0TWG2_AURPU",88.1,293,5.58e-191,526,"A0ABR0TWG2"
"THZ84632.1","tr|A0ABR0TUY0|A0ABR0TUY0_AURPU",82.2,781,0,1149,"A0ABR0TUY0"
"THZ84962.1","tr|A0ABR0T7J3|A0ABR0T7J3_AURPU",91.8,400,2.82e-260,726,"A0ABR0T7J3"
"THZ85222.1","tr|A0ABR0TF13|A0ABR0TF13_AURPU",96.6,596,0,1163,"A0ABR0TF13"
"THZ85466.1","tr|A0ABR0TTG4|A0ABR0TTG4_AURPU",87.3,480,7.73999999999999e-309,844,"A0ABR0TTG4"
"THZ86331.1","tr|A0ABR0TJJ9|A0ABR0TJJ9_AURPU",90.8,500,8.49e-305,860,"A0ABR0TJJ9"
"THZ86538.1","tr|A0ABR0TR34|A0ABR0TR34_AURPU",77.9,240,1.23e-125,356,"A0ABR0TR34"
"THZ86768.1","tr|A0ABR0T8Q0|A0ABR0T8Q0_AURPU",84.6,671,0,1096,"A0ABR0T8Q0"
"THZ86876.1","tr|A0ABR0TBG3|A0ABR0TBG3_AURPU",97.1,800,0,1417,"A0ABR0TBG3"
"THZ86881.1","tr|A0ABR0TDK5|A0ABR0TDK5_AURPU",76.6,209,2.79e-107,306,"A0ABR0TDK5"
"THZ87666.1","tr|A0ABR0T912|A0ABR0T912_AURPU",77.8,454,5.08e-262,724,"A0ABR0T912"
"THZ88079.1","tr|A0ABR0TMY8|A0ABR0TMY8_AURPU",85.8,1327,0,2197,"A0ABR0TMY8"
"THZ89156.1","tr|A0ABR0TSM0|A0ABR0TSM0_AURPU",86.9,236,1.02e-129,369,"A0ABR0TSM0"
"THZ89559.1","tr|A0ABR0T668|A0ABR0T668_AURPU",74.8,270,5.06e-146,416,"A0ABR0T668"
"THZ89733.1","tr|A0ABR0T939|A0ABR0T939_AURPU",83.4,577,0,913,"A0ABR0T939"
"THZ89942.1","tr|A0ABR0TR08|A0ABR0TR08_AURPU",72,264,3.57e-142,414,"A0ABR0TR08"
"THZ89953.1","tr|A0ABR0THE9|A0ABR0THE9_AURPU",73.9,879,0,1202,"A0ABR0THE9"
"THZ90072.1","tr|A0ABR0TFA6|A0ABR0TFA6_AURPU",91.6,546,0,975,"A0ABR0TFA6"
"THZ90516.1","tr|A0ABR0TVU0|A0ABR0TVU0_AURPU",89.7,263,7.73e-141,415,"A0ABR0TVU0"
"THZ90767.1","tr|A0ABR0TMC6|A0ABR0TMC6_AURPU",90.9,519,0,967,"A0ABR0TMC6"
"THZ90889.1","tr|A0ABR0TWG1|A0ABR0TWG1_AURPU",89.3,252,5.05e-167,461,"A0ABR0TWG1"
"THZ90906.1","tr|A0ABR0TSA5|A0ABR0TSA5_AURPU",82.5,285,5.4e-179,493,"A0ABR0TSA5"
"THZ91001.1","tr|A0ABR0TUE8|A0ABR0TUE8_AURPU",90,320,2.4e-190,561,"A0ABR0TUE8"
"THZ92141.1","tr|A0ABR0TTR7|A0ABR0TTR7_AURPU",87.3,260,1.04e-163,457,"A0ABR0TTR7"
"THZ92142.1","tr|A0ABR0TTU5|A0ABR0TTU5_AURPU",95.5,379,8.25e-278,759,"A0ABR0TTU5"
"THZ92205.1","tr|A0ABR0TRG6|A0ABR0TRG6_AURPU",92.1,796,0,1472,"A0ABR0TRG6"
"THZ92368.1","tr|A0ABR0TIQ9|A0ABR0TIQ9_AURPU",87.3,220,2.15e-127,375,"A0ABR0TIQ9"
"THZ92539.1","tr|A0ABR0TGJ2|A0ABR0TGJ2_AURPU",89,1067,0,1833,"A0ABR0TGJ2"
"THZ92722.1","tr|A0ABR0TSJ7|A0ABR0TSJ7_AURPU",87.6,1320,0,2311,"A0ABR0TSJ7"
"THZ93178.1","tr|A0ABR0TKW5|A0ABR0TKW5_AURPU",76.8,396,1.04e-194,571,"A0ABR0TKW5"
"THZ93213.1","tr|A0ABR0TF95|A0ABR0TF95_AURPU",92.1,907,0,1659,"A0ABR0TF95"
"THZ93452.1","tr|A0ABR0TW10|A0ABR0TW10_AURPU",90.9,453,4.10999999999977e-312,847,"A0ABR0TW10"
"THZ93568.1","tr|A0ABR0TTP6|A0ABR0TTP6_AURPU",90.5,463,4.1e-291,793,"A0ABR0TTP6"
"THZ93641.1","tr|A0ABR0TWV1|A0ABR0TWV1_AURPU",94.2,344,1.98e-236,649,"A0ABR0TWV1"
"THZ93644.1","tr|A0ABR0TWM2|A0ABR0TWM2_AURPU",87.9,396,1.71e-260,709,"A0ABR0TWM2"
"THZ93779.1","tr|A0ABR0TAU6|A0ABR0TAU6_AURPU",89.1,525,0,949,"A0ABR0TAU6"
"THZ93819.1","tr|A0ABR0T8L8|A0ABR0T8L8_AURPU",95,323,3.98e-222,607,"A0ABR0T8L8"
"THZ93838.1","tr|A0ABR0TJL1|A0ABR0TJL1_AURPU",97.1,450,7.83000000001857e-314,850,"A0ABR0TJL1"
"THZ93919.1","tr|A0ABR0TVT1|A0ABR0TVT1_AURPU",75.5,466,1.11e-239,666,"A0ABR0TVT1"
"THZ93940.1","tr|A0ABR0TBZ3|A0ABR0TBZ3_AURPU",87.2,329,1.35e-201,566,"A0ABR0TBZ3"
"THZ93996.1","tr|A0ABR0TPT5|A0ABR0TPT5_AURPU",83.5,515,1.29000000016585e-314,854,"A0ABR0TPT5"
"THZ94212.1","tr|A0ABR0TTG5|A0ABR0TTG5_AURPU",86.3,430,3.98e-263,720,"A0ABR0TTG5"
"THZ94407.1","tr|A0ABR0T7A5|A0ABR0T7A5_AURPU",91.9,688,0,1249,"A0ABR0T7A5"
"THZ94887.1","tr|A0ABR0T8X6|A0ABR0T8X6_AURPU",86,895,0,1590,"A0ABR0T8X6"
"THZ94969.1","tr|A0ABR0TIJ2|A0ABR0TIJ2_AURPU",76.2,1479,0,1997,"A0ABR0TIJ2"
"THZ95331.1","tr|A0ABR0TTI3|A0ABR0TTI3_AURPU",85.7,258,1.06e-154,440,"A0ABR0TTI3"
"THZ95354.1","tr|A0ABR0TI03|A0ABR0TI03_AURPU",87.2,234,1.11e-145,411,"A0ABR0TI03"
"THZ95940.1","tr|A0ABR0TW24|A0ABR0TW24_AURPU",73.9,402,1.87e-214,602,"A0ABR0TW24"
"THZ96484.1","tr|A0ABR0TRG9|A0ABR0TRG9_AURPU",90,1035,0,1714,"A0ABR0TRG9"
"THZ96524.1","tr|A0ABR0TGZ3|A0ABR0TGZ3_AURPU",78.1,511,9.18e-277,756,"A0ABR0TGZ3"
"THZ96600.1","tr|A0ABR0TCD3|A0ABR0TCD3_AURPU",94.9,292,5.23e-208,569,"A0ABR0TCD3"
"THZ96640.1","tr|A0ABR0TBQ1|A0ABR0TBQ1_AURPU",81.1,285,1.05e-160,456,"A0ABR0TBQ1"
"THZ96772.1","tr|A0ABR0TQ24|A0ABR0TQ24_AURPU",87.3,442,2.26e-278,770,"A0ABR0TQ24"
"THZ97295.1","tr|A0ABR0TJ90|A0ABR0TJ90_AURPU",72.9,310,1.6e-151,423,"A0ABR0TJ90"
"THZ97546.1","tr|A0ABR0T9K3|A0ABR0T9K3_AURPU",93.8,1878,0,3475,"A0ABR0T9K3"
"THZ97677.1","tr|A0ABR0TNX2|A0ABR0TNX2_AURPU",80.6,284,1.99e-166,476,"A0ABR0TNX2"
"THZ97678.1","tr|A0ABR0TNT5|A0ABR0TNT5_AURPU",92.5,239,5.49e-166,461,"A0ABR0TNT5"
"THZ97714.1","tr|A0ABR0TGA0|A0ABR0TGA0_AURPU",87.3,534,4.24007137260958e-320,875,"A0ABR0TGA0"
"THZ97743.1","tr|A0ABR0TBC7|A0ABR0TBC7_AURPU",84.7,941,0,1509,"A0ABR0TBC7"
"THZ97862.1","tr|A0ABR0TIB8|A0ABR0TIB8_AURPU",91.9,222,1.17e-141,413,"A0ABR0TIB8"
"THZ97936.1","tr|A0ABR0T4Z9|A0ABR0T4Z9_AURPU",91.9,519,0,939,"A0ABR0T4Z9"
"THZ97974.1","tr|A0ABR0TW56|A0ABR0TW56_AURPU",84,919,0,1537,"A0ABR0TW56"
"THZ98178.1","tr|A0ABR0TFA9|A0ABR0TFA9_AURPU",96.6,349,6.6e-241,658,"A0ABR0TFA9"
"THZ98247.1","tr|A0ABR0TA67|A0ABR0TA67_AURPU",86.1,397,4.85e-227,629,"A0ABR0TA67"
"THZ98277.1","tr|A0ABR0TGG9|A0ABR0TGG9_AURPU",81.4,838,0,1211,"A0ABR0TGG9"
"THZ98320.1","tr|A0ABR0TBK5|A0ABR0TBK5_AURPU",87.9,754,0,1321,"A0ABR0TBK5"
"THZ98704.1","tr|A0ABR0TUA6|A0ABR0TUA6_AURPU",87.8,394,5.4e-251,693,"A0ABR0TUA6"
"THZ98851.1","tr|A0ABR0TET4|A0ABR0TET4_AURPU",78,533,5.05000000000001e-310,867,"A0ABR0TET4"
"THZ98973.1","tr|A0ABR0TAD3|A0ABR0TAD3_AURPU",85.9,580,0,978,"A0ABR0TAD3"
"THZ99434.1","tr|A0ABR0T6Q1|A0ABR0T6Q1_AURPU",72.9,240,8.44e-107,310,"A0ABR0T6Q1"
"THZ99444.1","tr|A0ABR0T6L0|A0ABR0T6L0_AURPU",79.4,1046,0,1614,"A0ABR0T6L0"
"THZ99611.1","tr|A0ABR0TKP7|A0ABR0TKP7_AURPU",94.8,619,0,1160,"A0ABR0TKP7"
"THZ99731.1","tr|A0ABR0TPQ1|A0ABR0TPQ1_AURPU",96,600,0,1151,"A0ABR0TPQ1"
"THZ99741.1","tr|A0ABR0TNP3|A0ABR0TNP3_AURPU",72.7,861,0,1164,"A0ABR0TNP3"
"THZ99767.1","tr|A0ABR0TKH2|A0ABR0TKH2_AURPU",90.7,237,1.23e-135,384,"A0ABR0TKH2"
"THZ99772.1","tr|A0ABR0TD18|A0ABR0TD18_AURPU",86.5,706,0,1118,"A0ABR0TD18"
"THZ99868.1","tr|A0ABR0TCR8|A0ABR0TCR8_AURPU",86.6,1006,0,1249,"A0ABR0TCR8"
"TIA00197.1","tr|A0ABR0TLM3|A0ABR0TLM3_AURPU",78.4,749,8.53e-284,796,"A0ABR0TLM3"
"TIA00242.1","tr|A0ABR0TTP7|A0ABR0TTP7_AURPU",88.3,298,1.64e-205,565,"A0ABR0TTP7"
"TIA00603.1","tr|A0ABR0T7A9|A0ABR0T7A9_AURPU",72,794,0,959,"A0ABR0T7A9"
"TIA06076.1","tr|A0ABR0T7W7|A0ABR0T7W7_AURPU",71.7,523,1.01e-255,714,"A0ABR0T7W7"
"TIA06499.1","tr|A0ABR0T6S0|A0ABR0T6S0_AURPU",88.3,317,3.98e-191,541,"A0ABR0T6S0"
"TIA06627.1","tr|A0ABR0TKL3|A0ABR0TKL3_AURPU",79,910,0,1189,"A0ABR0TKL3"
"TIA07145.1","tr|A0ABR0TR09|A0ABR0TR09_AURPU",83,499,2.11e-275,775,"A0ABR0TR09"
"TIA07509.1","tr|A0ABR0TQI2|A0ABR0TQI2_AURPU",74.3,334,1.18e-181,505,"A0ABR0TQI2"
"TIA07519.1","tr|A0ABR0TLL9|A0ABR0TLL9_AURPU",88.9,551,0,1001,"A0ABR0TLL9"
"TIA07717.1","tr|A0ABR0TBI1|A0ABR0TBI1_AURPU",82.9,293,1.89e-151,439,"A0ABR0TBI1"
"TIA07828.1","tr|A0ABR0TXS6|A0ABR0TXS6_AURPU",82,660,0,1165,"A0ABR0TXS6"
"TIA07890.1","tr|A0ABR0TKN8|A0ABR0TKN8_AURPU",74.5,440,1.11e-247,679,"A0ABR0TKN8"
"TIA08013.1","tr|A0ABR0T988|A0ABR0T988_AURPU",92.9,309,2.9e-204,561,"A0ABR0T988"
"TIA08042.1","tr|A0ABR0TBG6|A0ABR0TBG6_AURPU",86.5,844,0,1351,"A0ABR0TBG6"
"TIA08313.1","tr|A0ABR0TN34|A0ABR0TN34_AURPU",80.2,313,3.16e-179,499,"A0ABR0TN34"
"TIA08344.1","tr|A0ABR0TA61|A0ABR0TA61_AURPU",94.5,1423,0,2546,"A0ABR0TA61"
"TIA08467.1","tr|A0ABR0T8X6|A0ABR0T8X6_AURPU",88.6,782,0,1451,"A0ABR0T8X6"
"TIA08604.1","tr|A0ABR0TDF5|A0ABR0TDF5_AURPU",79.9,1056,0,1623,"A0ABR0TDF5"
"TIA08743.1","tr|A0ABR0TU21|A0ABR0TU21_AURPU",87.8,343,8.51e-219,600,"A0ABR0TU21"
"TIA08753.1","tr|A0ABR0TTJ4|A0ABR0TTJ4_AURPU",95.1,466,1.98999760831937e-319,867,"A0ABR0TTJ4"
"TIA08884.1","tr|A0ABR0TC71|A0ABR0TC71_AURPU",70.3,418,3.3e-197,588,"A0ABR0TC71"
"TIA08986.1","tr|A0ABR0T518|A0ABR0T518_AURPU",86.3,1626,0,2797,"A0ABR0T518"
"TIA09161.1","tr|A0ABR0TTD5|A0ABR0TTD5_AURPU",81.1,238,3.08e-128,362,"A0ABR0TTD5"
"TIA09968.1","tr|A0ABR0THR6|A0ABR0THR6_AURPU",78.9,213,6.75e-121,346,"A0ABR0THR6"
"TIA10035.1","tr|A0ABR0T8F5|A0ABR0T8F5_AURPU",85.7,407,3.73e-259,708,"A0ABR0T8F5"
"TIA10517.1","tr|A0ABR0TPZ8|A0ABR0TPZ8_AURPU",94.6,279,2.72e-179,495,"A0ABR0TPZ8"
"TIA10597.1","tr|A0ABR0TGP1|A0ABR0TGP1_AURPU",86.4,579,0,1033,"A0ABR0TGP1"
"TIA10822.1","tr|A0ABR0TQ15|A0ABR0TQ15_AURPU",80.6,572,0,883,"A0ABR0TQ15"
"TIA10975.1","tr|A0ABR0T8N5|A0ABR0T8N5_AURPU",89.2,557,0,1031,"A0ABR0T8N5"
"TIA11178.1","tr|A0ABR0TRQ4|A0ABR0TRQ4_AURPU",78,223,1.66e-127,374,"A0ABR0TRQ4"
"TIA11428.1","tr|A0ABR0TJ52|A0ABR0TJ52_AURPU",80.9,973,0,1573,"A0ABR0TJ52"
"TIA11583.1","tr|A0ABR0TR36|A0ABR0TR36_AURPU",73.3,1298,0,1891,"A0ABR0TR36"
"TIA11741.1","tr|A0ABR0TFZ8|A0ABR0TFZ8_AURPU",73.4,812,0,912,"A0ABR0TFZ8"
"TIA11778.1","tr|A0ABR0TPS2|A0ABR0TPS2_AURPU",84.5,431,9.64e-266,725,"A0ABR0TPS2"
"TIA11957.1","tr|A0ABR0TLG9|A0ABR0TLG9_AURPU",73.9,230,2.47e-113,334,"A0ABR0TLG9"
"TIA12107.1","tr|A0ABR0TTI1|A0ABR0TTI1_AURPU",91.3,207,2.42e-139,388,"A0ABR0TTI1"
"TIA12112.1","tr|A0ABR0TUW2|A0ABR0TUW2_AURPU",79.4,418,1.76e-243,674,"A0ABR0TUW2"
"TIA12133.1","tr|A0ABR0TSW4|A0ABR0TSW4_AURPU",82.3,564,0,892,"A0ABR0TSW4"
"TIA12360.1","tr|A0ABR0TQT2|A0ABR0TQT2_AURPU",85.1,766,0,1243,"A0ABR0TQT2"
"TIA12728.1","tr|A0ABR0TR32|A0ABR0TR32_AURPU",76.2,303,4.06e-154,442,"A0ABR0TR32"
"TIA13009.1","tr|A0ABR0TQB4|A0ABR0TQB4_AURPU",91.7,555,0,1030,"A0ABR0TQB4"
"TIA13090.1","tr|A0ABR0T5K1|A0ABR0T5K1_AURPU",86.5,222,2.28e-131,375,"A0ABR0T5K1"
"TIA13939.1","tr|A0ABR0TTU5|A0ABR0TTU5_AURPU",92.2,422,4.22e-299,808,"A0ABR0TTU5"
"TIA13970.1","tr|A0ABR0TTW3|A0ABR0TTW3_AURPU",78.4,241,3e-146,410,"A0ABR0TTW3"
"TIA14085.1","tr|A0ABR0TVK4|A0ABR0TVK4_AURPU",96.3,537,0,1032,"A0ABR0TVK4"
"TIA14205.1","tr|A0ABR0T959|A0ABR0T959_AURPU",82.5,627,0,987,"A0ABR0T959"
"TIA14539.1","tr|A0ABR0T9Y1|A0ABR0T9Y1_AURPU",79.4,310,3.04e-89,268,"A0ABR0T9Y1"
"TIA14566.1","tr|A0ABR0T9S7|A0ABR0T9S7_AURPU",79.8,788,0,1194,"A0ABR0T9S7"
"TIA14589.1","tr|A0ABR0TWJ7|A0ABR0TWJ7_AURPU",89.6,463,3.5e-295,805,"A0ABR0TWJ7"
"TIA14671.1","tr|A0ABR0T5M9|A0ABR0T5M9_AURPU",70.7,232,7.04e-103,326,"A0ABR0T5M9"
"TIA14998.1","tr|A0ABR0TU65|A0ABR0TU65_AURPU",72.4,673,0,978,"A0ABR0TU65"
"TIA15101.1","tr|A0ABR0TQJ5|A0ABR0TQJ5_AURPU",92.5,522,0,983,"A0ABR0TQJ5"
"TIA15207.1","tr|A0ABR0TAC2|A0ABR0TAC2_AURPU",73.1,643,1.47999999997619e-313,876,"A0ABR0TAC2"
"TIA15249.1","tr|A0ABR0TAT3|A0ABR0TAT3_AURPU",73.8,240,3.84e-132,375,"A0ABR0TAT3"
"TIA15251.1","tr|A0ABR0TAY0|A0ABR0TAY0_AURPU",78.7,684,0,1024,"A0ABR0TAY0"
"TIA15278.1","tr|A0ABR0TIG2|A0ABR0TIG2_AURPU",93.4,349,4.69e-239,659,"A0ABR0TIG2"
"TIA15776.1","tr|A0ABR0TQT7|A0ABR0TQT7_AURPU",78.4,269,2.43e-156,446,"A0ABR0TQT7"
"TIA15789.1","tr|A0ABR0TNJ6|A0ABR0TNJ6_AURPU",86.3,278,2.19e-183,506,"A0ABR0TNJ6"
"TIA15793.1","tr|A0ABR0TNU2|A0ABR0TNU2_AURPU",83.7,233,1.79e-135,388,"A0ABR0TNU2"
"TIA16268.1","tr|A0ABR0TSZ7|A0ABR0TSZ7_AURPU",92.2,602,0,1082,"A0ABR0TSZ7"
"TIA16574.1","tr|A0ABR0TC81|A0ABR0TC81_AURPU",86.6,253,6.31e-146,426,"A0ABR0TC81"
"TIA17005.1","tr|A0ABR0TVL4|A0ABR0TVL4_AURPU",93.4,1355,0,2528,"A0ABR0TVL4"
"TIA17037.1","tr|A0ABR0TUZ0|A0ABR0TUZ0_AURPU",88.2,391,6.75e-245,677,"A0ABR0TUZ0"
"TIA17164.1","tr|A0ABR0TCX9|A0ABR0TCX9_AURPU",83.6,335,5.74e-220,601,"A0ABR0TCX9"
"TIA17780.1","tr|A0ABR0TST6|A0ABR0TST6_AURPU",92.1,672,0,1129,"A0ABR0TST6"
"TIA17957.1","tr|A0ABR0T902|A0ABR0T902_AURPU",95.6,1011,0,1885,"A0ABR0T902"
"TIA18362.1","tr|A0ABR0TD21|A0ABR0TD21_AURPU",76.5,429,3.48e-229,633,"A0ABR0TD21"
