UniProt_accession,AlphaFold_model,pLDDT
A0A1B7XV12,True,77.38
Q7RWT0,True,84.88
O74888,True,88.31
B8NDL1,True,94.94
O96005,True,69.44
Q4IJM4,True,84.5
Q0UWF1,True,74.81
Q4WKP8,True,67.94
P53243,True,43.34
Q03102,True,95.31
W6R6G5,True,91.94
Q08953,True,52.44
B8NJG7,True,75.75
Q08422,True,74.81
Q9LF97,True,72.94
Q4WPM8,True,88.06
Q05892,True,87.06
Q4IQX3,True,77.56
Q0UUE1,True,82.62
A6SG03,True,84.62
A6QRQ7,True,81.25
Q6BZF9,True,94.19
P18413,True,91.69
Q9P4V2,True,95.5
Q00771,True,78.06
Q52E73,True,63.12
Q5F477,True,91.5
Q5B8A8,True,85.0
C8V4D4,True,84.69
P53441,True,83.56
D7PHZ3,True,86.06
P04828,True,96.62
O14045,True,73.0
Q9UTH3,True,70.5
P43583,True,81.56
Q4WCW2,True,84.0
Q0VC92,True,93.19
A0A1D8PCX8,True,88.69
P23254,True,98.12
Q7T3F7,True,81.44
Q9FLP6,True,78.0
Q6C4R1,True,87.75
Q9I920,True,65.75
B0D4J9,True,87.44
O14353,True,88.44
A1CJ10,True,89.06
O94681,True,76.0
O42661,True,83.44
G3XSI2,True,89.56
Q5R8Q7,True,82.06
Q10149,True,73.69
Q9P3T9,True,67.69
O14089,True,91.38
Q96I24,True,65.81
P32901,True,81.81
P36842,True,87.44
P07099,True,95.12
Q0GYU5,True,96.5
Q69IF8,True,86.69
Q9P4X3,True,90.06
P0CT88,True,93.75
Q9UUA1,True,83.81
Q4WIT0,True,93.06
Q6FLP9,True,93.69
D6WMZ8,True,94.06
Q9Y7I8,True,84.69
P20790,True,84.81
O93937,True,85.25
A0CCD2,True,95.5
Q6CEA4,True,74.75
A6SLT9,True,81.75
P41003,True,85.12
E1ACQ8,True,93.25
Q7D3B2,True,93.56
Q2UTQ9,True,71.0
Q9Y7T9,True,71.94
P87238,True,72.69
A6SSX6,True,55.91
P22360,True,94.5
G4N134,True,72.0
O13974,True,83.12
A0A3G1DJJ7,True,51.34
P08425,True,91.31
Q04418,True,71.19
P32331,True,86.56
O94586,True,97.69
Q02932,True,92.25
O13755,True,91.56
O74834,True,84.12
P40406,True,95.81
Q09814,True,91.94
Q04585,True,83.31
Q6CWQ4,True,78.0
Q1MTQ9,True,93.75
Q5ZI57,True,90.06
Q12627,True,88.44
O14734,True,88.06
Q10PP8,True,83.25
O14290,True,81.62
P04464,True,85.81
Q6IRA8,True,86.75
O60671,True,89.44
P36594,True,77.94
P38142,True,90.19
Q0TWJ7,True,77.69
Q99128,True,79.69
Q9FNE2,True,93.75
A0A1D8PM93,True,80.44
Q5BB99,True,92.19
Q7RYL4,True,73.75
K0J107,True,93.31
Q9HE26,True,78.75
O94335,True,86.38
A0A166YZY9,True,90.88
O13877,True,92.75
P34237,True,76.56
Q10710,True,83.62
C1DMX5,True,96.69
Q56841,True,96.31
P24552,True,95.25
Q9XI60,True,92.69
Q82IY9,True,91.75
K9GDC6,True,58.94
P14943,True,93.0
Q7CQV5,True,92.69
O93844,True,90.0
Q9M8S7,True,67.94
A1Z9X0,True,79.12
Q9M7M1,True,79.06
Q9T075,True,88.12
Q9HFS7,True,78.25
Q5A7S7,True,61.53
Q1RGM2,True,68.0
P30261,True,73.44
Q4WM52,True,87.0
A1CMX6,True,81.5
Q86AD2,True,60.72
Q8RWY3,True,72.69
Q9C1K8,True,93.56
Q0CY11,True,93.62
P11803,True,90.94
P25605,True,87.38
P53733,True,90.75
I1RZD0,True,91.69
B8N6V7,True,95.44
L7HYA8,True,93.5
Q9C1I4,True,89.94
O35643,True,81.31
Q4WVA0,True,86.62
Q86K80,True,78.19
Q91Z38,True,77.62
O94354,True,95.25
P31412,True,89.5
Q5B4H8,True,80.81
P09201,True,91.94
Q59LF3,True,79.19
P50582,True,77.12
Q9LD13,True,95.75
Q6FS31,True,90.94
Q7RYW6,True,92.69
G4N1S3,True,79.38
J4KNE4,True,66.81
O94653,True,77.88
O74745,True,84.19
Q873W8,True,94.38
Q00614,True,93.0
Q9Y7R8,True,92.56
Q9UTN0,True,77.0
Q6KAE5,True,75.5
Q6FWF4,True,90.0
P32487,True,79.38
Q5AV04,True,92.88
E8MGH8,True,95.62
Q9Z0G8,True,60.97
O14325,True,73.94
O14077,True,92.94
Q9UTT1,True,84.94
P37202,True,87.75
O02691,True,96.31
Q5WIU9,True,95.88
Q7PHR1,True,70.19
B0XYJ1,True,52.97
Q93099,True,96.75
O74810,True,90.12
K0KPV8,True,85.38
C0HK51,True,93.31
S0DPY2,True,83.69
O13728,True,89.31
Q9LZK5,True,85.31
Q5AYW6,True,91.12
B8NLZ3,True,74.44
Q9P7V8,True,91.31
P39014,True,76.06
O94399,True,85.94
A7KAL3,True,62.97
A0AAD6J456,True,66.31
W3XEE6,True,86.69
Q29HF1,True,87.25
A0A0J9VT58,True,66.88
A0A0M9ER64,True,76.88
H1ZV38,True,96.0
P39007,True,88.88
Q4WVU5,True,76.5
P31373,True,96.25
Q9M0X9,True,90.94
G2QNH0,True,90.75
Q4X099,True,92.75
P16912,True,67.12
P07463,True,86.62
O13683,True,76.69
O94407,True,79.25
Q03529,True,89.94
Q75IM9,True,93.25
Q9Y7U6,True,66.31
Q92405,True,94.31
P50199,True,96.69
Q1K7L7,True,68.31
P87153,True,88.12
Q7WUL3,True,95.62
Q9Y7Z9,True,86.06
P08463,True,91.31
Q4WJS2,True,56.38
Q2U0J5,True,64.62
Q4WQZ6,True,74.62
P50102,True,91.69
Q4X1A8,True,77.19
O15527,True,92.31
Q54XM0,True,88.62
O60074,True,78.5
Q08979,True,79.62
Q9ZVN4,True,80.88
O74799,True,95.06
B3WAJ5,True,93.62
O59726,True,79.19
Q2UGQ8,True,73.75
Q7S2C2,True,93.56
G4MT60,True,94.06
P10870,True,67.69
Q9C285,True,70.69
P22570,True,92.12
P08770,True,75.06
P45946,True,87.19
A0A348HAY3,True,69.0
Q9UTE6,True,75.62
A3R044,True,94.06
Q86I22,True,96.44
Q6MVH7,True,95.88
P37254,True,90.25
Q803T2,True,82.31
Q9UTI0,True,96.31
Q9UUG2,True,67.56
A0A077YBL0,True,72.56
Q9VCR7,True,86.88
Q08970,True,67.0
Q2TXF3,True,94.19
P9WEK7,True,84.25
Q9USR2,True,85.06
Q9HFF4,True,48.06
P0DPR4,True,90.56
O59809,True,83.81
Q96ST3,True,68.5
P16000,True,76.56
Q03554,True,90.5
Q5BA18,True,95.5
A7SE05,True,82.5
B8N5S6,True,94.81
Q1DIW7,True,70.31
Q54D63,True,82.88
Q31JE7,True,92.56
A0A1D8PF11,True,91.0
Q9URB4,True,94.69
O24496,True,98.06
Q8VZM1,True,87.56
P36607,True,68.75
P34727,True,84.75
P0CF20,True,79.19
O60137,True,84.19
A0A0C1E1C6,True,91.81
Q05785,True,65.69
O43105,True,91.19
Q6P9P6,True,74.94
A7EF03,True,94.88
I1RIF1,True,91.81
Q5ARI5,True,70.5
O95199,True,90.44
Q9NXS3,True,92.81
O45924,True,94.12
Q9Y7K1,True,92.31
P38997,True,96.62
Q9QZE7,True,85.75
Q8WU08,True,87.12
Q7MD16,True,81.0
Q1JP61,True,90.56
Q96RL7,False,
O88876,True,94.19
P36156,True,94.38
Q6KC79,True,48.75
Q0UHC4,True,88.75
Q9UVG6,True,79.81
Q19QT9,True,80.31
A1DBJ7,True,92.06
Q32LE5,True,94.81
Q4WI16,True,73.25
Q9P4X4,True,93.31
A3MK87,True,95.19
P40039,True,85.56
Q6FJZ9,True,83.69
Q9FR35,True,97.56
J9VVW8,True,87.12
P53009,True,79.62
P36631,True,53.84
Q9FJ95,True,95.0
Q96GK7,True,92.75
P41744,True,94.81
Q9W698,True,79.62
Q641K5,True,62.44
P09104,True,97.06
O94283,True,83.94
Q9S7U0,True,97.06
Q54JK4,True,79.94
Q9UTI3,True,92.75
P25711,True,76.5
O94501,True,89.62
Q9EQC5,True,75.12
Q00607,True,92.19
Q9H9A6,True,82.88
Q9UV10,True,87.81
P11747,True,74.94
P49090,True,94.38
Q8L5R3,True,85.5
P38708,True,89.44
Q9HDX5,True,82.56
Q3T133,True,84.25
O23482,True,86.56
P28568,True,89.38
Q7ZXK9,True,94.06
P29000,True,87.69
P35832,True,71.38
P08456,True,74.44
A0A1J0KJK5,True,92.19
F9XMX6,True,90.69
Q9UVX3,True,86.69
P51831,True,97.0
G4N7X0,True,64.44
F5HIJ5,True,83.0
O94490,True,73.94
P38157,True,83.56
Q2S544,True,96.19
Q6FSK8,True,78.56
A1CEK6,True,65.94
Q2KI07,True,92.38
O13648,True,84.81
P38332,True,93.06
Q6AXM7,True,74.38
Q4WHC8,True,73.81
Q1ECW7,True,83.5
O13601,True,58.38
P31688,True,87.38
Q6T412,False,
E3S7K9,True,92.5
Q10190,True,74.94
I1RT23,True,93.56
Q5GKZ7,True,77.25
Q8K274,True,94.31
Q9LZD0,True,78.81
Q0UMB9,True,74.19
Q9SHY2,True,86.19
P38004,True,96.38
P0ABR8,True,95.75
P51414,True,91.12
Q9SX48,True,82.38
A0A1D8PEH1,True,63.09
I1S1Q3,True,93.94
A0A2Z5XAS1,True,73.75
P38264,True,84.25
Q06625,True,92.38
P14217,False,
Q2TZN9,True,97.44
Q0CLJ4,True,90.94
P29547,True,90.5
Q9P4E9,True,89.94
Q5M882,True,81.75
P25382,True,91.81
P35187,True,59.91
D7PI11,True,94.06
Q4WK25,True,91.12
P09880,True,86.94
Q2UF72,True,75.44
G2XQT1,True,93.12
P17255,True,84.94
Q9HGN2,True,88.44
G0S4X6,True,79.88
Q9VLU5,True,88.31
Q9UT46,True,59.44
Q5A860,True,90.31
Q10J20,True,96.75
A1CRM1,True,70.56
P32449,True,94.88
O94725,True,93.25
P47143,True,95.56
A5PJI7,True,74.56
B2JIC3,True,91.88
P32264,True,88.31
Q9I703,True,86.5
P32432,True,49.22
Q5BAU9,True,95.88
Q7XR84,True,89.25
O13289,True,97.81
Q4WXX4,True,72.0
Q2TXF5,True,94.06
P87157,True,78.81
Q54QG9,True,91.5
E4V2N5,True,89.5
O13943,True,86.81
Q54W36,True,44.03
O42772,True,86.44
Q9LSC2,True,81.0
G2WRU5,True,69.69
O14327,True,80.88
P79769,True,91.5
Q09921,True,96.69
P50515,True,91.0
Q96B26,True,85.88
A0A2H3CNT9,True,92.44
A0A7U2QXW1,True,41.44
Q7RYE7,True,92.62
P40564,True,77.88
A6S936,True,88.62
A2Y0J7,True,79.25
P87110,True,82.88
Q4I1T9,True,68.75
Q9I0R8,True,90.06
Q9Y7Q2,True,96.94
Q09500,True,83.69
O59744,True,66.94
Q9UTL5,True,73.94
P20359,True,95.38
Q9C2M6,True,84.31
F1RB95,True,86.44
P53914,True,78.81
Q9W1A2,True,84.06
O48847,True,58.88
Q8TG11,True,84.19
Q5R9U9,True,80.38
Q5R9W5,True,85.56
Q9TTU3,True,80.38
Q03768,True,78.81
P40516,True,94.06
A7ZPI2,True,97.88
Q4WXF4,True,97.31
P49332,True,96.81
Q7XBS0,True,86.25
A1CSW4,True,94.88
A0A2H0ZNJ6,True,83.62
P33336,True,71.94
A4IU28,True,95.94
A2QX52,True,72.5
C5FM61,True,70.44
Q4WWR8,True,96.75
Q6DHM9,True,93.19
O74341,True,89.25
P28178,True,75.06
A1CTL5,True,88.81
Q9USW4,True,84.31
O42617,True,90.94
P54898,True,83.88
Q6F6U3,True,96.75
O95239,True,71.5
P38754,True,96.44
B2W791,True,94.06
Q7SC91,True,67.06
F9X2Z5,True,75.62
Q9URZ5,True,83.75
Q03687,True,78.25
G5ECH7,True,88.31
A2QUM3,True,82.88
P20287,True,97.62
P89105,True,81.06
Q803M0,True,69.56
P0DXE1,True,96.69
P05375,True,95.88
O13644,True,74.88
P62998,True,93.94
Q9P7Y8,True,61.91
O60059,True,75.0
Q0IIY2,True,77.38
P38278,True,84.38
Q10366,True,73.5
D2XNR2,True,79.06
Q1E6U9,True,85.19
A3LX18,True,92.75
Q9H0L4,True,59.06
G4MNH3,True,69.5
F2QY27,True,95.19
Q78PG9,True,83.44
Q54F15,True,81.75
A2QY22,True,78.06
O94404,True,96.12
A0A0A2K5R6,True,78.5
O94657,True,83.56
A0A455M2Y3,True,83.25
Q24JJ8,True,96.56
O13302,True,88.69
O94663,True,84.19
Q5AG40,True,84.25
P87177,True,84.69
A0A4P8DJE6,True,82.06
A1C8Y9,True,64.75
P83775,True,94.62
A6S1A3,True,71.38
P0DX40,True,96.31
B8NX60,True,94.81
Q06078,True,85.62
O28525,True,97.81
Q04729,True,91.81
Q2TVY9,True,84.19
P0CT68,True,93.12
P0DOW1,True,90.81
Q7T3C7,True,91.56
B2RYW9,True,92.5
A7EHM8,True,87.94
A1CHE9,True,72.69
O14116,True,86.38
Q8L6Z8,True,85.81
B0XQB2,True,96.94
Q17M80,True,94.25
Q96HL8,True,72.94
Q1MTR5,True,62.69
A0A7U2QYM2,True,86.75
P05132,True,95.44
Q5E959,True,89.5
O42971,True,87.0
Q0D153,True,74.44
O94599,True,74.75
P34737,True,87.19
P55859,True,94.0
Q5B1X8,True,93.81
Q6CTH3,True,90.12
Q9FJX2,True,90.94
Q9D8W5,True,81.12
O93956,True,59.91
Q9P727,True,92.75
Q54WT4,True,83.88
P78921,True,89.0
P53155,True,78.0
Q06672,True,80.75
O74426,True,85.5
P50086,True,97.88
O60055,True,80.56
O60152,True,77.62
O14215,True,86.75
Q10294,True,76.56
Q6CE48,True,83.44
Q03761,True,68.0
Q5EA37,True,72.0
Q9SUV2,True,87.5
Q09857,True,79.56
Q1DHP3,True,50.91
A7E564,True,68.12
Q5A960,True,80.94
Q68EU8,True,81.44
P20457,True,79.62
P78987,True,93.62
D1ZSU8,True,91.88
B0Y4D5,True,95.38
Q6C7U8,True,88.38
P27250,True,96.81
P15315,True,66.12
Q7F0Q2,True,78.94
O59734,True,92.88
Q9SJY5,True,79.44
F8U969,True,85.88
Q08972,True,76.75
O00092,True,95.31
O43043,True,71.0
Q9URS1,True,96.69
P77589,True,87.38
Q58CN9,True,87.56
P09608,True,94.0
Q9CQU3,True,77.19
Q9Y7K2,True,78.25
Q8RWV3,True,72.94
A5A6K8,True,96.31
A0A8J9S3C0,True,86.62
O13984,True,82.81
O13614,True,76.44
P12344,True,94.12
Q12553,True,92.69
P16928,True,92.56
Q9UST3,True,82.44
P40956,True,75.5
A1CJ18,True,82.06
Q8J1K2,True,81.38
Q9LW83,True,75.69
Q8BIZ6,True,67.0
A1CVY3,True,63.75
P53320,True,73.44
O60032,True,91.75
D5MTF8,True,89.94
Q12133,True,88.25
P42937,True,95.31
Q2KHZ9,True,92.06
Q07844,True,71.81
Q0UNC6,True,75.31
Q9Y7N4,True,95.56
A1DKV3,True,95.12
Q9XZC0,True,75.38
A3MUS8,True,94.62
A0A3L7I2I8,True,85.5
P41751,True,97.88
Q5A4M8,True,83.69
C3K3D3,True,95.88
G0S8F1,True,83.44
E5R540,True,82.12
Q32ZM1,True,91.75
Q5ASI4,True,73.81
Q9UT19,True,95.94
P0CY38,True,54.94
P54302,True,79.75
Q08954,True,74.56
J4VYF0,True,76.88
Q4WJ80,True,95.75
Q0UTL2,True,75.94
P28707,True,74.38
O15182,True,89.0
Q8VEK6,True,64.38
Q9UUJ1,True,93.44
Q8RXN0,True,81.44
Q6CHN5,True,96.88
B1JBS6,True,84.88
Q4WY53,True,96.5
Q7SFY0,True,90.44
O74969,True,83.19
Q9UTJ7,True,93.56
A0A142I726,True,95.81
P97390,True,90.81
B2VUE4,True,87.44
E9R5S0,True,90.62
Q6A548,True,80.25
C4QX80,True,66.38
A2QSC9,True,61.22
Q4WJX0,True,90.62
Q8J0F4,True,72.88
Q2U790,True,94.62
Q7S3C9,True,87.56
O60128,True,86.25
Q8XPV7,True,94.56
O42895,True,75.69
A0AAD6ITA8,True,95.06
Q4WR62,True,94.62
J9MJK9,True,97.69
P32793,True,64.69
Q4WPP6,True,76.19
A8XW88,True,92.44
P26876,True,91.75
P22434,True,94.12
Q9UUZ6,True,70.44
Q9Y7M3,True,63.72
Q0UY62,True,76.88
Q4W1X2,True,95.88
P38720,True,96.31
Q0UPL5,True,85.5
Q96WV5,True,84.31
P32375,True,96.69
F1SYB2,True,92.19
D2XNR0,True,80.19
Q8LNW4,True,77.81
P39692,True,90.19
Q3T114,True,97.25
Q8H1S1,True,85.94
Q2NEW4,True,91.69
P0DW92,True,93.25
Q03699,True,85.81
P38853,True,64.44
Q8L3X9,True,94.62
Q6FR44,True,75.88
Q6AZN6,True,83.88
Q15526,True,81.38
Q09820,True,82.19
P51790,True,80.0
P56271,True,96.81
Q0JBZ8,True,94.38
O42768,True,97.56
Q05497,True,74.44
Q5RFE9,True,84.56
P42803,True,96.81
Q1K602,True,67.62
O14206,True,78.81
O74755,True,63.22
Q5BDG7,True,84.5
Q9P567,True,89.25
B2KWH7,True,87.88
P08092,True,71.5
Q9C2P2,True,93.0
Q10164,True,50.09
Q10147,True,90.06
A0A4P8DJW8,True,97.56
O04274,True,92.0
P46679,True,66.38
Q874R1,True,89.56
B9F2L1,True,78.5
Q00245,True,82.56
Q9URW6,True,69.69
A8E7C5,True,67.88
O13935,True,85.56
Q5BJY6,True,94.88
Q9LPU2,True,84.5
Q6PCN7,True,67.19
Q8S1Z1,True,89.75
Q55A45,True,64.5
Q9PT60,True,66.25
A1DP40,True,62.25
Q9Y7K8,True,90.44
Q9LW64,True,92.75
A1D619,True,73.75
Q870C4,True,81.88
Q4WTN5,True,66.94
Q8K4F5,True,87.62
Q82ZG1,True,93.69
A0A2U8U2K7,True,70.62
Q8BMG8,True,86.62
G4MYV5,True,62.09
P43562,True,79.75
Q9UTR1,True,91.75
C5FTT1,True,96.19
Q66H80,True,82.81
O74967,True,94.0
Q15813,True,89.19
Q75AA8,True,95.31
Q3BUN6,True,95.81
Q7K2G1,True,64.56
G4MMH2,True,92.25
Q7RXR3,True,81.25
P70498,True,88.88
O74423,True,60.88
Q5B1Z0,True,94.06
Q4WED9,True,81.38
A0AAN2H6E2,True,70.75
O75037,True,69.62
C1GSS8,True,79.06
P38675,True,88.62
Q42539,True,95.44
Q2UKV7,True,74.44
P56092,True,86.38
Q2UF96,True,84.94
Q4X0S7,True,85.75
Q09839,True,90.69
P24797,True,88.38
Q4KLT0,True,87.44
B8NPT0,True,93.12
P97930,True,96.19
Q6Z955,True,91.44
Q8X1N9,True,82.0
Q3UUI3,True,86.25
Q6GMC7,True,96.25
G0SEV9,True,87.88
Q0U1A0,True,77.06
Q9D0P0,True,94.5
B2VTT3,True,90.38
H1VAN0,True,83.81
Q0UME8,True,95.44
A1WPC7,True,95.88
P42670,True,85.25
A0A0A2J9B3,True,58.25
Q750L8,True,86.12
Q05776,True,93.31
Q92095,True,91.44
Q4IB70,True,84.38
B2CNY4,True,88.5
Q02906,True,95.62
P34216,True,57.03
O42963,True,68.06
Q99271,True,63.47
Q3V096,True,80.81
V5IPE4,True,96.81
Q46339,True,95.62
O94342,True,82.81
A4FV08,True,95.94
F1RBC8,True,80.44
Q4WES9,True,95.31
K7NCX6,False,
Q568H3,True,90.19
Q39021,True,90.19
Q59RG0,True,80.81
O74772,True,90.25
O13904,True,70.0
A6RK67,True,92.31
A0A084AFG9,True,64.69
Q9P4B5,True,94.88
Q12690,True,92.81
O13844,True,87.06
O94255,True,73.31
Q09833,True,84.75
Q9UNY4,True,62.09
A4JF81,True,90.06
A6SSW6,True,80.81
Q9F7E4,True,96.5
Q2JRC6,True,93.88
Q57517,True,97.06
P54964,True,81.5
B8MV59,True,82.12
Q9Y2S2,True,96.44
Q5GFD8,True,81.38
Q6FKD4,True,87.06
O61847,True,82.19
O88866,True,62.03
P06785,True,95.94
Q75ZG3,True,94.56
P32335,True,84.75
Q0D1P2,True,90.75
A0A3L6DPG1,True,80.06
Q4UKR8,True,76.56
Q7SDH9,True,81.19
Q6BIJ0,True,95.06
Q4WT40,True,86.44
P54789,True,72.75
Q6P0H7,True,96.56
W6QY29,True,91.31
O59821,True,87.0
B8NKS1,True,65.5
P39875,True,68.06
P22142,True,83.5
Q2QAV0,True,80.12
O28142,True,93.19
O74311,True,95.44
Q0ZQ39,True,91.06
Q7U0Y2,True,94.81
Q8TFZ1,True,73.12
Q1K6U7,True,76.19
O74455,True,96.31
Q0CZG6,True,79.25
Q76NT0,True,57.0
Q7S743,True,92.25
Q8X1P1,True,89.94
Q4WUA0,True,68.19
H6C7U6,True,72.12
Q1DTR6,True,80.5
Q9FM01,True,94.75
P00505,True,94.25
P78825,True,95.5
Q2GFU1,True,94.81
P32091,True,93.25
O13910,True,70.62
A0AAD6NF83,True,93.38
Q12676,True,94.44
Q0KBC7,True,97.25
Q9FN92,True,79.75
Q4WZ70,True,94.0
Q01356,True,73.06
Q8LDK3,True,65.56
O60163,True,85.56
B6U151,True,90.62
P38281,True,91.5
Q09909,True,70.88
Q4WVH4,True,80.38
Q09925,True,87.25
P14262,True,93.44
Q9SIQ9,True,82.06
A4R8D7,True,80.44
Q5ANG4,True,71.12
P19262,True,74.88
Q9UT42,True,69.12
P96710,True,88.06
